cofins,erro,fonte_cofins,fonte_ii,fonte_ipi,fonte_pis,ii,ipi,ncm,ncm_formatado,observacoes,override,pis,produto_exemplo,qtd_produtos,regra_pis_cofins,sku_exemplo,status
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87089100,8708.91.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Radiator water tank cover 13502353,8,autopecas_3_12_14_37,150,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",12.6,2.6,87089411,8708.94.11,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Buttons on the steering wheel to control the vehicle's sound,1,autopecas_3_12_14_37,363,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87089490,8708.94.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle Steering Column Repair Bushing,1,autopecas_3_12_14_37,49,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87089990,8708.99.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Front left door outside handle for vehicle,23,autopecas_3_12_14_37,198-2,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,6.5,87120090,8712.00.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Bicycle Chainring 104 BCD 32-38T,37,geral_2_10_9_65,D104-32,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",0.0,6.5,87149910,8714.99.10,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle Transmission Protection Mat,1,autopecas_3_12_14_37,472,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.2,9.75,90172000,9017.20.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Digital laser level and square meter,1,geral_2_10_9_65,218,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.0,5.2,90191000,9019.10.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Double U type vibrator,2,geral_2_10_9_65,127-17,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.4,5.2,90200090,9020.00.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Anti-fog facial protective mask,1,geral_2_10_9_65,438,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,0.0,90261029,9026.10.29,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Car fuel level sensor,2,geral_2_10_9_65,105,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,0.0,90262090,9026.20.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Intake air pressure sensor MAP sensor,9,autopecas_3_12_14_37,139,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,15.0,90269010,9026.90.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle fuel level sensor,6,geral_2_10_9_65,223,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,9.75,90299010,9029.90.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle speed sensor with gear,1,geral_2_10_9_65,248,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.0,3.25,90303910,9030.39.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Spark Plug Tester,1,geral_2_10_9_65,345,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,9.75,90321090,9032.10.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle Throttle Position Sensor,1,geral_2_10_9_65,59,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,9.75,90328921,9032.89.21,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle handbrake button,6,autopecas_3_12_14_37,231,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,9.75,90328923,9032.89.23,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Automatic Transmission Speed Sensor for Vehicle,1,geral_2_10_9_65,37,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,9.75,90328925,9032.89.25,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Automotive ignition knock sensor,1,geral_2_10_9_65,15-1,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.0,9.75,90328981,9032.89.81,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Fuel Pressure Sensor 0281002937,5,geral_2_10_9_65,158,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,9.75,90328982,9032.89.82,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle air conditioning temperature sensor,1,geral_2_10_9_65,274,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,9.75,90328983,9032.89.83,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,WIFI temperature and humidity sensor,1,geral_2_10_9_65,407,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,13.0,95069900,9506.99.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,,1,geral_2_10_9_65,350-1,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.2,0.0,96040000,9604.00.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle Engine Balancer Shaft Sieve Filter,3,geral_2_10_9_65,272,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.2,13.0,96082000,9608.20.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Palm Rejection Stylus Pen for Tablet,1,geral_2_10_9_65,358,ok
