sku,nome,categoria,marca,custo,imposto,preco,descricao,mlb_principal,mlb_ids,qtd_anuncios_mlb,updated_at,sku_key,cg_unnamed: 0,cg_sku,cg_oem,cg_product name,cg_product description,cg_tradução ptbr  ou nome na bling,cg_material,cg_material ptbr,cg_embalagem individual,cg_embalagem individual ptbr,cg_medidas individuas,cg_unnamed: 12,cg_unnamed: 13,cg_m³ individual,cg_peso individual,cg_individual size,cg_para quer serve,cg_onde será ultilizado,cg_finalizade,"cg_país do 
fabricante / produtor","cg_fabricante/produtor 
conhecido",cg_nome (fabricante / produtor),"cg_logradouro 
(fabricante / produtor)","cg_número 
(fabricante / produtor)","cg_cidade 
(fabricante / produtor)","cg_complemento 
(fabricante / produtor)","cg_estado 
(fabricante / produtor)","cg_denominação 
do produto","cg_detalhamento complementar 
do produto",titulos_anuncios_mlb,gtins_mlb,custos_frete_mlb,modalidades_mlb,custo_attr,imposto_attr,foto
433-1,WALL PANEL,,"Tianmen Fengcheng Trading Co. Ltd.
",27.67,24.0,,"Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm",,,,25/03/2026 12:53,433-1,SKU 433-1,433-1,"WPC29016 
SKU 433-1",WALL PANEL,"WALL PANEL,  Material : WPC, Individual Size 290x16x2,5CM, ","Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm", Material : WPC,Material: WPC,,,290.0,16.0,2.5,0.0116,,"Individual Size 290x16x2,5CM",,PAINEL DE PAREDE,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,PAINEL DE PAREDE,"Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm",,,,,27.67,24.0,cadastro_fotos/433-1.jpg
433-2,WALL PANEL,,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm",,,,25/03/2026 12:53,433-2,SKU 433-2,433-2,"WPC29016 
SKU: 433-2",WALL PANEL,"WALL PANEL,  Material : WPC, Individual Size 290x16x2,5CM, ","Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm", Material : WPC,Material: WPC,,,290.0,16.0,2.5,0.0116,,"Individual Size 290x16x2,5CM",,PAINEL DE PAREDE,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,PAINEL DE PAREDE,"Painel de parede, Material: WPC, Tamanho individual: 290x16x2,5 cm",,,,,,,cadastro_fotos/433-2.png
434,Vehicle trunk lock motor,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Motor da trava do porta-malas do veículo, Material: Plástico, metal e borracha, caixa de papelão",,,,25/03/2026 12:53,434,SKU 434,434,SKU 434,Vehicle trunk lock motor,"Vehicle trunk lock motor,  Material : Plastic. metal and rubber, cardboard box","Motor da trava do porta-malas do veículo, Material: Plástico, metal e borracha, caixa de papelão", Material : Plastic. metal and rubber,"Material: Plástico, metal e borracha.",cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,motor da trava do porta-malas do veículo,"Motor da trava do porta-malas do veículo, Material: Plástico, metal e borracha, caixa de papelão",,,,,,,cadastro_fotos/434.png
435-1,"Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Rigth side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",52.07,24.0,,"Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado direito, material: plástico ABS, caixa de papelão.",,,,25/03/2026 12:53,435-1,SKU 435-1,435-1,SKU 435-1,"Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Rigth side","Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Rigth side, Material: ABS plastic, cardboard box","Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado direito, material: plástico ABS, caixa de papelão.",Material: ABS plastic,Material: Plástico ABS,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Luzes de seta do espelho retrovisor compatíveis com Hyundai IX35, lado direito.","Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado direito, material: plástico ABS, caixa de papelão.",,,,,52.07,24.0,cadastro_fotos/435-1.png
435-2,"Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Left side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado esquerdo, material: plástico ABS, caixa de papelão.",,,,25/03/2026 12:53,435-2,SKU 435-2,435-2,SKU 435-2,"Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Left side","Rearview Mirror Turn Signal Lights Compatible with Hyundai Ix35, Left side, Material: ABS plastic, cardboard box","Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado esquerdo, material: plástico ABS, caixa de papelão.",Material: ABS plastic,Material: Plástico ABS,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Luzes de seta do espelho retrovisor compatíveis com Hyundai IX35, lado esquerdo","Luzes de seta do espelho retrovisor compatíveis com Hyundai Ix35, lado esquerdo, material: plástico ABS, caixa de papelão.",,,,,,,cadastro_fotos/435-2.png
435-K,Pair of Rear View Mirror Turn Signal Lights Compatible with Hyundai Ix35,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Conjunto de luzes de seta para retrovisor compatíveis com Hyundai Ix35. Material: plástico ABS, embalagem em caixa de papelão.",,,,25/03/2026 12:53,435-K,SKU 435-K,435-K,SKU 435-K,Pair of Rear View Mirror Turn Signal Lights Compatible with Hyundai Ix35,"Pair of Rear View Mirror Turn Signal Lights Compatible with Hyundai Ix35, Material: ABS plastic, cardboard box","Conjunto de luzes de seta para retrovisor compatíveis com Hyundai Ix35. Material: plástico ABS, embalagem em caixa de papelão.",Material: ABS plastic,Material: Plástico ABS,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Conjunto de luzes de sinalização traseiras compatíveis com Hyundai IX35,"Conjunto de luzes de seta para retrovisor compatíveis com Hyundai Ix35. Material: plástico ABS, embalagem em caixa de papelão.",,,,,,,cadastro_fotos/435-K.png
436,Cardam Brushcutter Glove Adapter,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",2.8,24.0,,"Adaptador para luva de roçadeira Cardam, Material: Metal, saco plástico",,,,25/03/2026 12:53,436,SKU 436,436,SKU 436,Cardam Brushcutter Glove Adapter ,"Cardam Brushcutter Glove Adapter , Material: Metal, plastic bag","Adaptador para luva de roçadeira Cardam, Material: Metal, saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Adaptador de luva para roçadeira Cardam,"Adaptador para luva de roçadeira Cardam, Material: Metal, saco plástico",,,,,2.8,24.0,cadastro_fotos/436.png
436-1,Cardam Brushcutter Glove Adapter 9 stretch marks,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",2.8,24.0,,"Adaptador de luva para roçadeira Cardam 9, com 9 marcas de estiramento, Material: Metal, , saco plástico",-,-,1.0,25/03/2026 12:53,436-1,SKU 436-1,436-1,SKU 436-1,Cardam Brushcutter Glove Adapter 9 stretch marks,"Cardam Brushcutter Glove Adapter 9 stretch marks, Material: Metal, , plastic bag","Adaptador de luva para roçadeira Cardam 9, com 9 marcas de estiramento, Material: Metal, , saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,,,,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Adaptador de luva para roçadeira Cardam 9 estrias,"Adaptador de luva para roçadeira Cardam 9, com 9 marcas de estiramento, Material: Metal, , saco plástico",-,7895141638631,-,-,2.8,24.0,cadastro_fotos/436-1.png
436-2,Cardam Brushcutter Glove Adapter 7 stretch marks,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",2.8,24.0,,"Adaptador de luva para roçadeira Cardam 7, resistente a estrias, Material: Metal, , saco plástico",-,-,1.0,25/03/2026 12:53,436-2,SKU 436-2,436-2,SKU 436-2,Cardam Brushcutter Glove Adapter 7 stretch marks,"Cardam Brushcutter Glove Adapter 7 stretch marks, Material: Metal, , plastic bag","Adaptador de luva para roçadeira Cardam 7, resistente a estrias, Material: Metal, , saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,,,,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Adaptador de luva para roçadeira Cardam 7 estrias,"Adaptador de luva para roçadeira Cardam 7, resistente a estrias, Material: Metal, , saco plástico",-,7895141638648,-,-,2.8,24.0,cadastro_fotos/436-2.png
436-3,Cardam Brushcutter Glove Adapter 6mm square,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",3.92,24.0,,"Adaptador de luva para roçadeira Cardam, 6 mm quadrado, Material: Metal, embalagem plástica",-,-,1.0,25/03/2026 12:53,436-3,SKU 436-3,436-3,SKU 436-3,Cardam Brushcutter Glove Adapter 6mm square,"Cardam Brushcutter Glove Adapter 6mm square, Material: Metal, , plastic bag","Adaptador de luva para roçadeira Cardam, 6 mm quadrado, Material: Metal, embalagem plástica",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,,,,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Adaptador de luva para roçadeira Cardam de 6 mm quadrado,"Adaptador de luva para roçadeira Cardam, 6 mm quadrado, Material: Metal, embalagem plástica",-,7895141638624,-,-,3.92,24.0,cadastro_fotos/436-3.png
436-4,Cardam Brushcutter Glove Adapter 5.5mm square,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",3.92,24.0,,"Adaptador de luva para roçadeira Cardam, 5,5 mm quadrado, Material: Metal, embalagem plástica",-,-,1.0,25/03/2026 12:53,436-4,SKU 436-4,436-4,SKU 440,Cardam Brushcutter Glove Adapter 5.5mm square,"Cardam Brushcutter Glove Adapter 5.5mm square, Material: Metal, , plastic bag","Adaptador de luva para roçadeira Cardam, 5,5 mm quadrado, Material: Metal, embalagem plástica",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,,,,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Adaptador de luva para roçadeira Cardam 5,5 mm quadrado","Adaptador de luva para roçadeira Cardam, 5,5 mm quadrado, Material: Metal, embalagem plástica",-,7895141638624,-,-,3.92,24.0,cadastro_fotos/436-4.png
437,Complete motorcycle stator,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",23.04,24.0,,"Estator completo para motocicleta, Material: Metal e plástico, embalagem plástica",,,,25/03/2026 12:53,437,SKU 437,437,SKU 437,Complete motorcycle stator ,"Complete motorcycle stator , Material: Metal and plastic, plastic bag","Estator completo para motocicleta, Material: Metal e plástico, embalagem plástica",Material: Metal and plastic,Material: Metal e plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Estator completo para motocicleta,"Estator completo para motocicleta, Material: Metal e plástico, embalagem plástica",,,,,23.04,24.0,cadastro_fotos/437.png
438,Anti-fog facial protective mask,Equipamento de proteção ,"Tianmen Fengcheng Trading Co. Ltd.
",15.14,24.0,,"Máscara de proteção facial antiembaçante, Material: Plástico e borracha, embalagem plástica",,,,25/03/2026 12:53,438,SKU 438,438,SKU 438,Anti-fog facial protective mask ,"Anti-fog facial protective mask , Material: Plastic and rubber, plastic bag","Máscara de proteção facial antiembaçante, Material: Plástico e borracha, embalagem plástica",Material: Plastic and rubber,Material: Plástico e borracha,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Equipamento de proteção ,Uso pessoal,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,máscara de proteção facial antiembaçante,"Máscara de proteção facial antiembaçante, Material: Plástico e borracha, embalagem plástica",,,,,15.14,24.0,cadastro_fotos/438.png
439,Vehicle Intake Manifold,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",344.19,24.0,,"Coletor de admissão para veículo, Material: Metal e borracha, caixa de papelão",,,,25/03/2026 12:53,439,SKU 439,439,SKU 439,Vehicle Intake Manifold ,"Vehicle Intake Manifold , Material: Metal and rubber, cardboard box","Coletor de admissão para veículo, Material: Metal e borracha, caixa de papelão",Material: Metal and rubber,Material: Metal e borracha,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Coletor de admissão do veículo,"Coletor de admissão para veículo, Material: Metal e borracha, caixa de papelão",,,,,344.19,24.0,cadastro_fotos/439.png
44,,,,18.72,24.0,,,,,,25/03/2026 12:53,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72,24.0,
44-1,Vacuum Turbo Boost Solenoid,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",77.33,24.0,,"Válvula solenoide de reforço de turbo a vácuo, Material: Plástico e metal, Tamanho individual 8x10x6CM, caixa de papelão",,,,25/03/2026 12:53,44-1,SKU 44-1,44-1,SKU 44-1,Vacuum Turbo Boost Solenoid,"Vacuum Turbo Boost Solenoid,  Material: Plastic and metal, Individual Size 8x10x6CM, cardboard box","Válvula solenoide de reforço de turbo a vácuo, Material: Plástico e metal, Tamanho individual 8x10x6CM, caixa de papelão", Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,8.0,10.0,6.0,0.00048,218,Individual Size 8x10x6CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Solenoide de reforço turbo a vácuo,"Válvula solenoide de reforço de turbo a vácuo, Material: Plástico e metal, Tamanho individual 8x10x6CM, caixa de papelão",,,,,77.33,24.0,cadastro_fotos/44-1.png
44-K,,,,37.44,24.0,,,,,,25/03/2026 12:53,44-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.44,24.0,
44-K4,,,,74.88,24.0,,,,,,25/03/2026 12:53,44-K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88,24.0,
44-K6,,,,112.32,24.0,,,,,,25/03/2026 12:53,44-K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.32,24.0,
440,Vehicle speed gear position sensor,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",55.11,24.0,,"Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,440,SKU 440,440,SKU 440,Vehicle speed gear position sensor ,"Vehicle speed gear position sensor , Material: Plastic and metal, cardboard box","Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,sensor de posição da marcha de velocidade do veículo,"Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",,,,,55.11,24.0,cadastro_fotos/440.png
441,Vehicle speed gear position sensor,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",69.18,24.0,,"Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,441,SKU 441,441,SKU 441,Vehicle speed gear position sensor ,"Vehicle speed gear position sensor , Material: Plastic and metal, cardboard box","Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,sensor de posição da marcha de velocidade do veículo,"Sensor de posição da marcha e velocidade do veículo, Material: Plástico e metal, caixa de papelão",,,,,69.18,24.0,cadastro_fotos/441.png
442,Bag type pneumatic jack 3 tons,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Macaco pneumático tipo bolsa, 3 toneladas, Material: Metal, borracha e plástico, Dimensões individuais: 51x49x19cm, Caixa de papelão",,,,25/03/2026 12:53,442,SKU 442,442,SKU 442,Bag type pneumatic jack 3 tons,"Bag type pneumatic jack 3 tons, Material: Metal. rubber and plastic, Individual Size 51x49x19CM, cardboard box","Macaco pneumático tipo bolsa, 3 toneladas, Material: Metal, borracha e plástico, Dimensões individuais: 51x49x19cm, Caixa de papelão",Material: Metal. rubber and plastic,"Material: Metal, borracha e plástico",cardboard box,caixa de papelão,51.0,49.0,19.0,0.047481,18,Individual Size 51x49x19CM,Manutenção automotiva,Ferramenta para manutenção automótiva,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Macaco pneumático tipo bolsa de 3 toneladas,"Macaco pneumático tipo bolsa, 3 toneladas, Material: Metal, borracha e plástico, Dimensões individuais: 51x49x19cm, Caixa de papelão",,,,,,,cadastro_fotos/442.png
443,2 remote controls 1 receiver for crane,Ferramenta para controlar guindastes e talhas elétricas,"Tianmen Fengcheng Trading Co. Ltd.
",211.27,24.0,,2 controles remotos e 1 receptor para guindaste. Material: Plástico e metal. Caixa de papelão.,MLB5185955128,MLB5185955128,1.0,25/03/2026 12:53,443,SKU 443,443,SKU 443,2 remote controls 1 receiver for crane,"2 remote controls 1 receiver for crane, Material: Plastic and metal, cardboard box",2 controles remotos e 1 receptor para guindaste. Material: Plástico e metal. Caixa de papelão.,Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Ferramenta para controlar guindastes e talhas elétricas,Ferramenta ultilizada em construção e indústria em geral,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,2 controles remotos e 1 receptor para guindaste,2 controles remotos e 1 receptor para guindaste. Material: Plástico e metal. Caixa de papelão.,Controle Remoto Ponte Rolante Talha 2 Transmissores F21-e1b 220v,7895141650374,"R$ 24,65",Clássico,211.27,24.0,cadastro_fotos/443.png
444-1-K,,,,25.09,24.0,,,,,,25/03/2026 12:53,444-1-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09,24.0,
444-2-K,,,,25.46,24.0,,,,,,25/03/2026 12:53,444-2-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46,24.0,
444-K2-1,,,,21.71,24.0,,,,,,25/03/2026 12:53,444-K2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71,24.0,
444-K3,,,,35.01,24.0,,,,,,25/03/2026 12:53,444-K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01,24.0,
444-K3-1,,,,44.34,24.0,,,,,,25/03/2026 12:53,444-K3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.34,24.0,
444-K3-2,,,,44.71,24.0,,,,,,25/03/2026 12:53,444-K3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.71,24.0,
445,Mini safe holds keys,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",21.28,24.0,,"Mini cofre para chaves, Material: Metal, caixa de papelão",,,,25/03/2026 12:53,445,SKU 445,445,SKU 444,Mini safe holds keys,"Mini safe holds keys, Material: Metal, cardboard box","Mini cofre para chaves, Material: Metal, caixa de papelão",Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Mini cofre para chaves,"Mini cofre para chaves, Material: Metal, caixa de papelão",,,,,21.28,24.0,cadastro_fotos/445.png
446,Manual Hoist - 1 Ton - 10 Meters,Ferramenta ultilizada em construção e indústria em geral,"Tianmen Fengcheng Trading Co. Ltd.
",234.07,24.0,,"Guincho manual - 1 tonelada - 10 metros, Material: Metal, caixa de papelão",MLB3902435207,MLB3902435207|MLB3967142419|MLB5166616316|MLB5166616368,4.0,25/03/2026 12:53,446,SKU 446,446,SKU 446,Manual Hoist - 1 Ton - 10 Meters,"Manual Hoist - 1 Ton - 10 Meters, Material: Metal, cardboard box","Guincho manual - 1 tonelada - 10 metros, Material: Metal, caixa de papelão",Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Ferramenta ultilizada em construção e indústria em geral,Guincho manual - 1 tonelada - 10 metros,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Guincho manual - 1 tonelada - 10 metros,"Guincho manual - 1 tonelada - 10 metros, Material: Metal, caixa de papelão",Talha Manual - 1 Tonelada - 10 Metros - Deckas || Talha Manual 1 Tonelada 1000 Kg Corrente 10 Metros Deckas || Talha Manual De Corrente - 1 Tonelada- 10 Metros De Corrente || Talha Manual De Corrente - 1 Toneladas - 10 Metros - Deckas,"7895141644229|7895141644229,7895141644823","R$ 91,15",Clássico|Premium,234.07,24.0,cadastro_fotos/446.png
447,Vehicle glove box handle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Puxador para porta-luvas de veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,447,SKU 447,447,SKU 447,Vehicle glove box handle,"Vehicle glove box handle, Material: Plastic and metal, cardboard box","Puxador para porta-luvas de veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,maçaneta do porta-luvas do veículo,"Puxador para porta-luvas de veículo, Material: Plástico e metal, caixa de papelão",,,,,,,cadastro_fotos/447.png
448,Roof console with glasses holder for vehicle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",71.63,24.0,,"Console de teto com porta-óculos para veículo, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,448,SKU 448,448,SKU 448,Roof console with glasses holder for vehicle,"Roof console with glasses holder for vehicle, Material: Plastic, cardboard box","Console de teto com porta-óculos para veículo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Console de teto com porta-óculos para veículo,"Console de teto com porta-óculos para veículo, Material: Plástico, caixa de papelão",,,,,71.63,24.0,cadastro_fotos/448.png
